Plant ID,Plant name (English),Country,Coordinate accuracy,Status,Start date,Plant age (years),Nominal crude steel capacity (ttpa),Nominal BOF steel capacity (ttpa),Nominal EAF steel capacity (ttpa),Nominal OHF steel capacity (ttpa),Nominal iron capacity (ttpa),Nominal BF capacity (ttpa),Nominal DRI capacity (ttpa),Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Category steel product,Main production process,country,y,x
SCN00172,"Ansteel Group Chaoyang Steel & Iron Co., Ltd.",China,exact,operating,2007,16,2100,2100,,,2000,2000,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,41.528945, 120.369983
SCN00176,"Lingyuan Iron & Steel Co.,Ltd.",China,exact,operating,1994,29,6000,6000,,,5300,5300,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,41.271048, 119.41374
SCN00178,"Dongbei Special Steel Group Dalian Special Steel Co., Ltd.",China,exact,operating,1905,118,1540,unknown,>0,,1244,1244,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,39.193697, 122.057788
SCN00177,"Fushun New Steel Co., Ltd.",China,exact,operating,1958,65,3300,3300,,,3150,3150,unknown,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,41.841223, 123.753895
SCN00177-5,"Fushun New Steel Co., Ltd. BOF expansion",China,exact,operating,2022,1,1350,1350,,,,,,,,,,,oxygen,CN,41.841223, 123.753895
SCN00179,"Fushun Special Steel Co., Ltd.",China,exact,operating,1937,86,1000,,1000,,unknown,unknown,,,unknown,,unknown,finished rolled,electric,CN,41.838774, 123.806586
SCN00319,"Fushun Hanking Direct Reduced Iron Co., Ltd.",China,exact,operating,2003,20,,,,,800,800,unknown,,,,,semi-finished,ironmaking (BF),CN,41.670998, 123.851430
SCN00301,"Liaoyang United Steel Co., Ltd.",China,exact,operating,2021,2,2300,2300,,,2260,2260,unknown,,unknown,unknown,unknown,unknown,integrated (BF),CN,41.191380, 122.877311
SCN00399,"Liaoyang Xinyi Special Steel Co., Ltd.",China,exact,operating,2008,15,500,,500,,,,,,,,,finished rolled,electric,CN,41.225003, 122.970488
SCN00171,"Angang Steel Co., Ltd. Bayuquan branch",China,exact,operating,2006,17,6500,6500,,,5900,5900,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,40.308494, 122.13079
SCN00173,Rizhao Steel Yingkou Medium Plate Co Ltd,China,exact,operating,1972,51,8000,8000,,,6200,6200,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,40.671136, 122.395441
SCN00181,"Yingkou Iron & Steel Co., Ltd.",China,exact,operating,2010,13,2800,2800,,,2400,2400,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,40.664651, 122.415057
SCN00396,"Ningxia Jianlong Special Steel Co., Ltd.",China,exact,operating,2012,11,3500,3500,,,3500,3500,,,6000,1300,,finished rolled,integrated (BF),CN,39.215452, 106.688294
SCN00183,"Ningxia Iron and Steel (Group) Co., Ltd.",China,exact,operating,1958,65,1800,1800,,,2341.22,2341.22,unknown,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,37.503054, 105.078348
SCN00184,"Xining Special Steel Co., Ltd.",China,exact,operating,1964,59,2000,>0,>0,,1000,1000,unknown,,unknown,800,unknown,finished rolled,integrated (BF),CN,36.66856, 101.671414
SCN00185,"Shaanxi Longmen Steel Co., Ltd.",China,exact,operating,2007,16,7100,7100,,,7150,7150,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,35.618466, 110.575788
SCN00186,"Shaanxi Steel Group Hanzhong Iron and Steel Co., Ltd.",China,exact,operating,2009,14,3700,3000,700,,3000,3000,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,33.133192, 106.671859
SCN00187,"Shaanxi Lueyang Iron and Steel Co., Ltd.",China,exact,operating,2003,20,1500,1500,,,910,910,unknown,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,33.323678, 106.167206
SCN00400,"Shaanxi Hanzhong Iron & Steel Group Co., Ltd.",China,exact,operating,2000,23,700,,700,,550,550,,,unknown,600,unknown,finished rolled,integrated (BF),CN,33.132446, 106.657646
SCN00188,"Shaanxi Huaxin Special Steel Group Co., Ltd.",China,exact,operating,2001,22,1200,,1200,,unknown,unknown,,,unknown,,unknown,finished rolled,electric,CN,34.523278, 109.986042
SCN00194,"Xiwang Metal Science Technology Co., Ltd.",China,exact,operating,2007,16,2800,>0,>0,,2286,2286,unknown,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,36.928208, 117.694654
SCN00195,"Shandong Chuanyang Group Co., Ltd.",China,exact,operating,2002,21,3000,3000,,,1122.06,1122.06,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,36.894784, 117.888366
SCN00208,"Shandong Laigang Yongfeng Steel Co., Ltd.",China,exact,operating,2004,19,2700,2700,,,4360,4360,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,36.813545, 116.757697
SCN00197,"Shandong Taishan Steel Group Co., Ltd.",China,exact,operating,1969,54,5000,>0,>0,,2742,2742,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,36.22141, 117.627728
SCN00201,"Shandong Fulun Iron and Steel Co., Ltd.",China,exact,operating,2003,20,4000,4000,,,5000,5000,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,36.308447, 117.540425
SCN00305,"Shandong Iron and Steel Co., Ltd. Laiwu Branch",China,approximate,operating,2021,2,6940,>0,>0,,3040,3040,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,36.093496, 117.837567
SCN00207,"Laiwu Iron and Steel Group Yinshan Section Steel Co., Ltd.",China,exact,operating,2003,20,5400,5400,,,5860,5860,unknown,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,36.106143, 117.820108
SCN00298,"Linyi Iron and Steel Investment Group Special Steel Co., Ltd.",China,exact,operating,2022,1,2700,2700,,,2310,2310,unknown,,3840,unknown,unknown,unknown,integrated (BF),CN,35.157350, 119.133999
SCN00306,"Linyi Iron and Steel Investment Group Stainless Steel Co., Ltd.",China,exact,operating,2020,3,700,,700,,,,,,unknown,unknown,unknown,unknown,electric,CN,35.148443, 119.068015
SCN00383,"Shandong Iron and Steel Group Yongfeng Lingang Co., Ltd.",China,exact,operating,2021,2,2700,2700,,,2440,2440,,,unknown,unknown,unknown,unknown,integrated (BF),CN,35.137061, 119.068319
SCN00191,"Qingdao Special Iron and Steel Co., Ltd.",China,exact,operating,2013,10,3450,>0,>0,,3070,3070,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,35.6296, 119.722335
SCN00192,"Rizhao Steel Holding Group Co., Ltd.",China,exact,operating,2003,20,13000,13000,,,9647.679999999998,9647.68,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,35.16535, 119.366671
SCN00279,"Shandong IRON&STEEL Group Rizhao Co., Ltd.（Phase 1）",China,exact,operating,2019,4,8500,8500,,,8100,8100,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,35.188969, 119.383723
SCN00198,"Shiheng Special Steel Group Co., Ltd.",China,exact,operating,2000,23,4650,4650,,,5040,5040,,,>0,1000,unknown,finished rolled,integrated (BF),CN,36.229201, 116.533981
SCN00196,"Weifang Special Steel Group Co., Ltd.",China,exact,operating,1972,51,3000,3000,,,2564,2564,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,36.644469, 119.238427
SCN00199,"Shandong Shouguang Juneng Special Steel Co., Ltd.",China,exact,operating,2003,20,3300,>0,>0,,965.5,965.5,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,36.939125, 118.785598
SCN00200,"Shandong Luli Steel Co., Ltd.",China,exact,operating,1993,30,1400,1400,,,1606.6399999999999,1606.64,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,36.970875, 118.955444
SCN00206,"Yantai Walsin Stainless Steel Co., Ltd.",China,exact,operating,2007,16,1400,,1400,,unknown,,unknown,,unknown,,unknown,semi-finished; finished rolled,electric,CN,37.548627, 121.277488
SCN00209,"Baoshan Iron and Steel Co., Ltd. (Baoshan Base)",China,exact,operating,1977,46,15670,>0,>0,,19997.625999999997,19997.626,unknown,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,31.41623, 121.440087
SCN00210,"Baosteel Special Steel Co., Ltd.",China,exact,operating,1958,65,500,,500,,unknown,unknown,,,unknown,,unknown,finished rolled,electric,CN,31.379422, 121.484652
SCN00219,"Changzhi Xingbao Steel Co., Ltd.",China,exact,operating,2002,21,1900,1900,,,1370,1370,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,36.332449, 113.15509
SCN00223,"Licheng Taihang Iron & Steel Co., Ltd.",China,exact,operating,2000,23,1700,1700,,,618,618,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,36.472303, 113.344155
SCN00224,"Shanxi Changxin Industrial Co., Ltd.",China,exact,operating,1989,34,1700,1700,,,1240,1240,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,36.326589, 113.117181
SCN00230,"Shougang Changzhi Iron and Steel Co., Ltd.",China,exact,operating,1946,77,3600,3600,,,2080,2080,unknown,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,36.356404, 113.060809
SCN00231,"Jinye Iron and Steel Group Co., Ltd.",China,exact,operating,2003,20,950,950,,,1100,1100,unknown,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,36.148131, 113.209523
SCN00228,"Shanxi Tongde Xinghua Special Steel Co., Ltd.",China,exact,operating,2005,18,2500,2500,,,2000,2000,,unknown,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,40.183517, 113.305462
SCN00220,"Shanxi Hongda Iron and Steel Group Co., Ltd.",China,exact,operating,1993,30,2300,2300,,,1220,1220,,,unknown,unknown,1300,semi-finished; finished rolled,integrated (BF),CN,35.701895, 110.786826
SCN00221,"Shanxi Huaxinyuan Steel & Iron Group Co., Ltd.",China,exact,operating,2003,20,1200,1200,,,1100,1100,unknown,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,35.605506, 110.652056
SCN00227,"Jincheng Fusheng Iron & Steel Co., Ltd.",China,exact,operating,2002,21,6000,6000,,,6000,6000,unknown,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,35.662985, 112.882395
SCN00215,"Shanxi Xintai Iron and Steel Co., Ltd.",China,exact,operating,2005,18,3000,3000,,,1005.6199999999999,1005.62,unknown,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,37.075017, 111.985148
SCN00217,"Xiangfen County Xingyuan Steel Group Co., Ltd.",China,exact,operating,2002,21,2000,2000,,,1850,1850,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,35.880324, 111.387956
SCN00218,"Shanxi Tongcai Industry and Trade Co., Ltd.",China,exact,operating,2002,21,,,,,3000,3000,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,35.694321, 111.429381
SCN00218-1,"Shanxi Tongcai Industry and Trade Co., Ltd. BOF expansion",China,exact,operating,2022,1,2300,2300,,,,,,,,,,,oxygen,CN,35.694321, 111.429381
SCN00225,"Shanxi Zhongsheng Iron and Steel Co., Ltd.",China,exact,operating,2007,16,1700,1700,,,1200,1200,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,35.727776, 111.330122
SCN00226,"Xiangfen County Xinjinshan Special Steel Co., Ltd.",China,exact,operating,2003,20,2200,2200,,,1450,1450,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,35.934831, 111.49707
SCN00273,"Shanxi Jianbang Group Casting Co., Ltd.",China,exact,operating,1996,27,2000,2000,,,1200,1200,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,35.668163, 111.379160
SCN00284,"Shanxi Jinnan Iron and Steel Group Co., Ltd.",China,exact,operating,2020,3,3400,3400,,,3160,3160,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,35.678541, 111.514650
SCN00284-1,"Shanxi Jinnan Iron and Steel Group Co., Ltd. BF and BOF expansion",China,exact,operating,2022,1,1600,1600,,,1580,1580,,,>0,unknown,unknown,,integrated (BF),CN,35.678541, 111.514650
SCN00375,"Shanxi Huaqiang Iron and Steel Co., Ltd.",China,exact,operating,2003,20,,,,,600,600,,,,,,finished rolled,ironmaking (BF),CN,35.670848, 111.378887
SCN00213,"Shanxi Zhongyang Iron and Steel Co., Ltd.",China,exact,operating,1992,31,3600,3600,,,3600,3600,,,unknown,1000,unknown,finished rolled,integrated (BF),CN,37.370796, 111.161118
SCN00212,"Shanxi Taigang Stainless Steel Co., Ltd.",China,exact,operating,1997,26,12940,>0,>0,,8480,8480,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,37.931488, 112.539321
SCN00272,"Shanxi Meijin Iron and Steel Co., Ltd.",China,exact,operating,2003,20,1700,1700,,,2200,2200,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,37.571354, 112.229791
SCN00222,"Shanxi Gaoyi Steel Co., Ltd.",China,exact,operating,1997,26,4500,4500,,,4000,4000,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,35.586841, 111.258436
SCN00229,"Shanxi Jianlong Industrial Co., Ltd.",China,exact,operating,2000,23,4750,4750,,,5600,5600,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,35.417405, 111.303919
SCN00390,"Jishan Mingfu Steel Products Co., Ltd.",China,exact,operating,2013,10,1520,1520,,,1100,1100,,,>0,,,semi-finished; finished rolled,integrated (BF),CN,35.665945, 111.025976
SCN00297,"Chengdu Changfeng Iron and Steel Group Co., Ltd.",China,exact,operating,1970,53,800,,800,,,,,,,,,finished rolled,electric,CN,31.031921, 103.672956
SCN00297-1,"Chengdu Changfeng Iron and Steel Group Co., Ltd. EAF expansion",China,exact,operating,2022,1,500,,500,,,,,,,,,,electric,CN,31.031921, 103.672956
SCN00302,"Hangda Steel Co., Ltd.",China,exact,operating,2022,1,1000,,1000,,unknown,,unknown,,,,,unknown,electric,CN,31.435149, 107.685981
SCN00288,"Sichuan Shengquan Iron and Steel Group Co., Ltd.",China,exact,operating,2022,1,1500,,1500,,unknown,,unknown,,,,,unknown,electric,CN,31.255961, 104.190612
SCN00343,"Sichuan Gangchen Stainless Steel Co., Ltd.",China,exact,operating,2020,3,600,,600,,,,,,,,,unknown,electric,CN,29.501044, 103.607365
SCN00233,"Pangang Group Xichang Steel and Vanadium Co., Ltd.",China,exact,operating,2011,12,3900,3900,,,4290,4290,unknown,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,27.74799, 102.20517
SCN00303,"Luzhou Xinyang Vanadium Titanium Steel Co., Ltd.",China,exact,operating,2021,2,2000,,2000,,,,,,,,,finished rolled,electric,CN,28.851779, 105.705090
SCN00234,"Pangang Group Jiangyou Changcheng Special Steel Co., Ltd.",China,exact,operating,1965,58,670,,670,,,,,,,,,finished rolled,electric,CN,31.763517, 104.761441
SCN00235,"Chengyu Vanadium & Titanium Technology Co., Ltd.",China,exact,operating,1929,94,6000,6000,,,5000,5000,,,unknown,1100,unknown,finished rolled,integrated (BF),CN,29.732143, 104.504339
SCN00232,"Pangang Group Panzhihua Steel Vanadium Co., Ltd.",China,exact,operating,1965,58,5900,5900,,,6000,6000,unknown,,13000,3450,unknown,finished rolled,integrated (BF),CN,26.565265, 101.673737
SCN00397,"Sichuan Shehong Chuanzhong Construction Materials Co., Ltd.",China,exact,operating,2000,23,550,,550,,,,,,,,,finished rolled,electric,CN,30.830726, 105.367695
SCN00345,"Sichuan Dazhou Iron & Steel Group Co., Ltd.",China,exact,operating,1997,26,2700,2700,,,2639,2639,,,4300,2100,,finished rolled,integrated (BF),CN,31.189450, 107.453099
SCN00398,"Sichuan Ya'an Anshan Iron and Steel Co., Ltd.",China,exact,operating,2017,6,830,,830,,,,,,,,,finished rolled,electric,CN,30.059133, 102.625907
SCN00238,"Tianjin Iron & Steel Group Co., Ltd.",China,exact,operating,1935,88,6650,>0,>0,,5500,5500,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,39.031083, 117.499246
SCN00239,Tianjin Pipe Corporation,China,exact,operating,2010,13,3000,unknown,>0,,1000,1000,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,39.034002, 117.486798
SCN00237,Tianjin Iron Plant,China,exact,operating,1969,54,5400,5400,,,6230,5930,300,,7660,1200,unknown,finished rolled,integrated (BF),CN,36.58967, 113.745792
SCN00240,"Tianjin Rockcheck Steel Group Co., Ltd.",China,exact,operating,2001,22,5000,5000,,,5000,5000,unknown,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,38.970638, 117.495794
SCN00241,"Tianjin New Tiangang United Special Steel Co., Ltd.",China,exact,operating,2009,14,4500,4500,,,3320,3320,unknown,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,39.300258, 117.800231
SCN00241-1,"Tianjin New Tiangang United Special Steel Co., Ltd. BF expansion",China,exact,operating,2022,1,,,,,1150,1150,,,,,,,ironmaking (BF),CN,39.300258, 117.800231
SCN00250,"Xinjiang Tianshan Iron and Steel Bazhou Co., Ltd.",China,exact,operating,2010,13,2000,2000,,,1200,1200,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,42.333321, 86.302481
SCN00379,"Xinjiang Minxin Iron and Steel (Group) Minhang Special Steel Co., Ltd.",China,exact,operating,2011,12,1110,,1110,,,,,,,,,finished rolled,electric,CN,44.080866, 88.417209
SCN00253,"Xinjiang Xin'an Special Steel Co., Ltd.",China,exact,operating,2011,12,1500,,1500,,,,,,,,unknown,finished rolled,electric,CN,44.290299, 86.595826
SCN00254,"Xinjiang Da'an Special Steel Co., Ltd.",China,exact,operating,2011,12,1000,1000,,,803.3199999999999,803.32,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,42.700465, 93.542466
SCN00251,"Xinjiang Kunyu Iron and Steel Co., Ltd.",China,exact,operating,2015,8,850,850,,,1000,1000,unknown,,2100,unknown,unknown,finished rolled,integrated (BF),CN,44.404189, 84.966753
SCN00252,"Xinjiang Yili Iron and Steel Co., Ltd.",China,exact,operating,1958,65,1000,1000,,,1000,1000,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,43.526808, 83.294323
SCN00248,"Baosteel Group Xinjiang Bayi Iron & Steel Co., Ltd.",China,exact,operating,1951,72,7300,unknown,>0,,7000,>0,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,43.852147, 87.304639
SCN00260,"Yunnan Desheng Iron and Steel Co., Ltd.",China,exact,operating,2000,23,1650,1650,,,1650,1650,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,25.142516, 102.077727
SCN00256,"WISCO Group Kunming Steel Co., Ltd. Honghe Iron and Steel Company",China,exact,operating,2004,19,1150,1150,,,960,960,unknown,,3200,unknown,unknown,finished rolled,integrated (BF),CN,23.470733, 103.272784
SCN00258,"WISCO Group Kunming Steel Co., Ltd. New District Branch",China,exact,operating,2022,1,2800,2800,,,2130,2130,unknown,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,24.953261, 102.378082
SCN00320,"Yunnan Tiangao Nickel Alloy Co., Ltd.",China,exact,operating,2009,14,1550,,1550,,1100,1100,,,,,,unknown,integrated (BF),CN,24.801280, 104.063455
SCN00261,"Yunnan Qujing Iron and Steel Group Chenggang Iron and Steel Co., Ltd.",China,exact,operating,2013,10,2600,2600,,,2260,2260,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),CN,25.45543, 103.547242
SCN00262,"Yunnan Qujing Iron and Steel Group Fenghuang Steel Co., Ltd.",China,exact,operating,2013,10,1200,,1200,,unknown,unknown,,,unknown,,unknown,finished rolled,electric,CN,26.275342, 104.168311
SCN00257,"WISCO Group Kunming Steel Co., Ltd. Yuxi Xinxing Steel Company",China,exact,operating,1999,24,2000,2000,,,2409.96,2409.96,unknown,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,24.249024, 102.521747
SCN00259,"Yunnan Yuxi Iron and Steel Group Yukun Iron and Steel Co., Ltd.",China,exact,operating,2000,23,4600,4600,,,4100,4100,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,24.465884, 102.543682
SCN00289,"Yunnan Yuxi Xianfu Iron & Steel (Group) Co., Ltd.",China,exact,operating,2001,22,1680,1300,380,,2670,2670,,,>0,unknown,unknown,unknown,integrated (BF),CN,24.012309, 102.186364
SCN00289-2,"Yunnan Yuxi Xianfu Iron & Steel (Group) Co., Ltd. BOF expansion",China,exact,operating,2022,1,1300,1300,,,,,,,unknown,unknown,unknown,,oxygen,CN,24.012309, 102.186364
SCN00265,"Zhenshi Group Eastern Special Steel Co., Ltd.",China,exact,operating,1972,51,700,,700,,,,,,,,,finished rolled,electric,CN,30.720411, 120.898518
SCN00377,"Zhejiang Wantai Special Steel Co., Ltd.",China,exact,operating,2003,20,1200,,1200,,,,,,,,,finished rolled,electric,CN,30.944342, 120.971803
SCN00267,"Zhejiang Tsingshan Iron & Steel Co., Ltd.",China,exact,operating,2002,21,500,,500,,,,,,,,,finished rolled,electric,CN,28.136096, 120.380401
SCN00368,"Lishui Huahong Iron and Steel Products Co., Ltd.",China,exact,operating,2002,21,1200,,1200,,,,,,,,,finished rolled,electric,CN,28.090098, 119.519509
SCN00373,"Zhejiang Yuxin Industrial Co., Ltd.",China,exact,operating,2000,23,1100,,1100,,,,,,,,,finished rolled,electric,CN,28.787202, 120.248592
SCN00264,"Ningbo Iron & Steel Co., Ltd.",China,exact,operating,2003,20,4000,4000,,,4260,4260,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,29.918776, 121.876423
SCN00369,"Ningbo Haoyang New Materials Techonology Co., Ltd.",China,exact,operating,2012,11,500,,500,,,,,,,,,finished rolled,electric,CN,30.267113, 121.052503
SCN00263,"Quzhou Yuanli Metal Products Co., Ltd.",China,exact,operating,1991,32,5000,5000,,,4500,4500,,,unknown,unknown,unknown,finished rolled,integrated (BF),CN,28.893407, 118.867125
SIN00060,Arjas Steel Tadipatri plant,India,exact,operating,2012,11,325,325,,,324,324,,,450,200,unknown,semi-finished; finished rolled,integrated (BF),IN,14.873471, 78.048425
SIN00022,Vizag Steel plant,India,exact,operating,1971,52,7300,7300,>0,,7500,7500,,,9879,2475,unknown,semi-finished; finished rolled,integrated (BF),IN,17.612846, 83.191918
SIN00016-1,SAIL Bhilai steel plant BF and BOF 1 expansion,India,exact,operating,2018,5,4000,4000,,,2800,2800,,,537,unknown,unknown,,integrated (BF),IN,21.185157, 81.394207
SIN00016,SAIL Bhilai steel plant,India,exact,operating,1959,64,3000,3000,,,4700,4700,,,9235,3940,unknown,semi-finished,integrated (BF),IN,21.185157, 81.394207
SIN00050,Prakash Industries steel plant,India,exact,operating,1980,43,1250,,unknown,,1000,,1000,>0,unknown,,unknown,crude; semi-finished,integrated (DRI),IN,22.004694, 82.671666
SIN00007,JSPL Chhattisgarh steel plant,India,exact,operating,1989,34,3600,,3600,,4370,3050,1320,60,2850,800,,semi-finished; finished rolled,integrated (BF and DRI),IN,21.922703, 83.347178
SIN00028,JSW Ispat Special Products Raigarh steel plant,India,exact,operating,1994,29,1500,>0,1500,,1000,500,500,220,960,unknown,2200,semi-finished; finished rolled,integrated (BF),IN,21.983709, 83.238133
SIN00059,MSP Steel & Power Raigarh plant,India,exact,operating,2002,21,352,,352,,308,,308,300,900,,300,crude; semi-finished; finished rolled,integrated (DRI),IN,21.876730, 83.554495
SIN00039,Jayaswal Neco Industries Raipur steel plant,India,exact,operating,1996,27,1200,unknown,>0,,1020,750,270,,800,200,1500,crude; semi-finished; finished rolled,integrated (BF and DRI),IN,21.354495, 81.676444
SIN00049,Godawari Power and Ispat steel plant,India,exact,operating,1999,24,400,,,,500,,500,,,,2400,crude; semi-finished; finished rolled,integrated (DRI),IN,21.376214, 81.681888
SIN00025,JSW Ispat Special Products Raipur steel plant,India,exact,operating,1994,29,1500,,1500,,800,,800,220,unknown,,unknown,semi-finished; finished rolled,integrated (DRI),IN,21.244467, 81.771252
SIN00033,Welspun Steel plant,India,exact,operating,2004,19,288,unknown,unknown,,120,,120,,unknown,,unknown,crude; semi-finished,integrated (DRI),IN,23.112781, 70.0866885
SIN00004,ArcelorMittal Nippon Steel India,India,exact,operating,1997,26,9600,,9600,,9870,2040,7830,,1480,1350,14000,semi-finished; finished rolled,integrated (BF and DRI),IN,21.112377, 72.647304
SIN00036,Jindal Stainless Hisar steel plant,India,exact,operating,1975,48,800,,800,,,,,,,,,semi-finished; finished rolled,electric,IN,29.127253, 75.773075
SIN00064,Tata Steel Rohtak steel plant,India,approximate,operating,2021,2,500,,500,,,,,,,,,unknown,electric,IN,28.89404, 76.610326
SIN00056,Atibir Industries steel plant,India,exact,operating,2009,14,600,600,,,600,600,,,680,,300,crude; semi-finished; finished rolled,integrated (BF),IN,24.145239, 86.334999
SIN00026,ESL Steel plant,India,exact,operating,2006,17,2570,2570,,,2008,2008,,,2900,>0,,crude; semi-finished; finished rolled,integrated (BF),IN,23.632907, 86.293671
SIN00017,SAIL Bokaro steel plant,India,exact,operating,1972,51,4650,4650,,,5770,5770,,,6900,3442,unknown,semi-finished; finished rolled,integrated (BF),IN,23.671677, 86.106870
SIN00020,Tata Steel Jamshedpur steel plant,India,exact,operating,1907,116,10000,10000,,,10070,10070,,,8000,3400,6000,finished rolled,integrated (BF),IN,22.788598, 86.199600
SIN00027,Tata Steel Long Products steel plant,India,exact,operating,1982,41,1000,,1000,,1650,650,1000,,>0,>0,>0,finished rolled,integrated (BF and DRI),IN,22.812895, 86.084022
SIN00020-1,Tata Steel Jamshedpur steel plant BF and BOF expansion,India,exact,operating,2020,3,1000,1000,,,1950,1950,,,1000,,2000,finished rolled,integrated (BF),IN,22.788598, 86.199600
SIN00034,JSPL Jharkhand steel plant,India,exact,operating,2012,11,1600,,1600,,,,,,,,,semi-finished,electric,IN,23.632991, 85.325308
SIN00003,BMM Ispat steel plant,India,exact,operating,2006,17,2200,1200,1000,,730,,730,,2600,800,2400,semi-finished,integrated (DRI),IN,15.169720, 76.379710
SIN00044,Kalyani Steels Hospet plant,India,exact,operating,1998,25,860,810,50,,1084,584,500,,>0,600,unknown,semi-finished; finished rolled,integrated (BF and DRI),IN,15.339055, 76.251696
SIN00010,JSW Steel Vijayanagar steel plant,India,exact,operating,1994,29,12000,10200,1500,,11870,10670,1200,,12650,6500,10000,semi-finished; finished rolled,integrated (BF and DRI),IN,15.180423, 76.663134
SIN00008-1,JSW Steel Dolvi steel plant BF and BOF expansion,India,exact,operating,2022,1,5000,5000,,,4500,4500,,,,1500,4000,,integrated (BF),IN,18.690312, 73.035902
SIN00008,JSW Steel Dolvi steel plant,India,exact,operating,1994,29,5000,,5000,,5200,3600,1600,,5600,1000,4000,semi-finished; finished rolled,integrated (BF and DRI),IN,18.690312, 73.035902
SIN00013,Lloyds Steel Industries steel plant,India,exact,operating,1991,32,641,,641,,270,,270,,,,,semi-finished; finished rolled,electric,IN,19.262606, 73.396916
SIN00005,Jayaswal Neco Industries Nagpur steel plant,India,exact,operating,1972,51,1000,1000,,,1000,700,300,,600,200,,semi-finished; finished rolled,integrated (BF and DRI),IN,21.118112, 79.005585
SIN00062,JSW Steel Salav DRI plant,India,exact,operating,1993,30,,,,,1000,,1000,,unknown,,unknown,crude,ironmaking (DRI),IN,18.530853, 72.947091
SIN00068,Sunflag Iron and Steel plant,India,exact,operating,1989,34,500,,500,,562,300,262,,364,,,crude; semi-finished; finished rolled,integrated (BF and DRI),IN,21.232929, 79.632398
SIN00006,JSPL Odisha steel plant,India,exact,operating,2013,10,6000,3500,2500,,6050,4250,1800,80,5000,,5000,semi-finished; finished rolled,integrated (BF and DRI),IN,20.884896, 84.991539
